isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
0	XLOC_024724	TCONS_00050669	AT5G15950	AT5G15950.2	sense	intergenic	1678	same_strand	downstream
0	XLOC_024724	TCONS_00050669	AT5G15940	AT5G15940.2	sense	intergenic	4839	same_strand	downstream
0	XLOC_024724	TCONS_00050669	AT5G15980	AT5G15980.1	sense	intergenic	306	same_strand	upstream
0	XLOC_024724	TCONS_00050669	AT5G15940	AT5G15940.3	sense	intergenic	4831	same_strand	downstream
0	XLOC_024724	TCONS_00050669	AT5G15930	AT5G15930.1	sense	intergenic	7262	same_strand	downstream
1	AT1G78865	AT1G78865.1	AT1G78865	AT1G78865.1	sense	genic	0	containing	exonic
0	AT1G78865	AT1G78865.1	AT1G78830	AT1G78830.1	sense	intergenic	8965	same_strand	upstream
0	AT1G78865	AT1G78865.1	AT1G78890	AT1G78890.2	antisense	intergenic	6526	divergent	upstream
0	AT1G78865	AT1G78865.1	AT1G78870	AT1G78870.2	antisense	intergenic	425	divergent	upstream
0	AT1G78865	AT1G78865.1	AT1G78840	AT1G78840.2	sense	intergenic	6921	same_strand	upstream
0	AT1G78865	AT1G78865.1	AT1G09833	AT1G09833.1	antisense	genic	0	containing	exonic
0	AT1G78865	AT1G78865.1	AT1G78870	AT1G78870.4	antisense	intergenic	432	divergent	upstream
0	AT1G78865	AT1G78865.1	AT1G78890	AT1G78890.1	antisense	intergenic	6479	divergent	upstream
0	AT1G78865	AT1G78865.1	AT1G78860	AT1G78860.1	sense	intergenic	47	same_strand	upstream
0	AT1G78865	AT1G78865.1	AT1G78850	AT1G78850.1	sense	intergenic	4203	same_strand	upstream
0	AT1G78865	AT1G78865.1	AT1G78840	AT1G78840.1	sense	intergenic	6720	same_strand	upstream
0	AT1G78865	AT1G78865.1	AT1G78895	AT1G78895.1	sense	intergenic	8165	same_strand	downstream
0	AT1G78865	AT1G78865.1	AT1G78880	AT1G78880.1	sense	intergenic	2682	same_strand	downstream
0	AT1G78865	AT1G78865.1	AT1G78870	AT1G78870.3	antisense	intergenic	483	divergent	upstream
0	AT1G78865	AT1G78865.1	AT1G78870	AT1G78870.1	antisense	intergenic	472	divergent	upstream
1	XLOC_021896	TCONS_00044709	AT4G04690	AT4G04690.1	sense	intergenic	374	same_strand	upstream
0	XLOC_021896	TCONS_00044709	AT4G04670	AT4G04670.1	antisense	intergenic	3289	convergent	downstream
0	XLOC_021896	TCONS_00044709	AT4G04680	AT4G04680.1	antisense	intergenic	2103	convergent	downstream
0	XLOC_021896	TCONS_00044709	AT4G04680	AT4G04680.2	antisense	intergenic	2182	convergent	downstream
0	XLOC_021896	TCONS_00044709	AT4G04695	AT4G04695.1	sense	intergenic	4703	same_strand	downstream
0	XLOC_021896	TCONS_00044709	AT4G04700	AT4G04700.1	sense	intergenic	8393	same_strand	downstream
1	XLOC_002641	TCONS_00005444	AT1G55010	AT1G55010.1	sense	genic	0	overlapping	exonic
0	XLOC_002641	TCONS_00005444	AT1G54980	AT1G54980.1	antisense	intergenic	8605	divergent	upstream
0	XLOC_002641	TCONS_00005444	AT1G55000	AT1G55000.2	sense	intergenic	464	same_strand	downstream
0	XLOC_002641	TCONS_00005444	AT1G55010	AT1G55010.2	sense	genic	0	overlapping	exonic
0	XLOC_002641	TCONS_00005444	AT1G54990	AT1G54990.1	sense	intergenic	3279	same_strand	downstream
0	XLOC_002641	TCONS_00005444	AT1G55000	AT1G55000.1	sense	intergenic	402	same_strand	downstream
0	XLOC_002641	TCONS_00005444	AT1G55000	AT1G55000.3	sense	intergenic	484	same_strand	downstream
0	XLOC_002641	TCONS_00005444	AT1G55020	AT1G55020.1	sense	intergenic	7864	same_strand	upstream
1	XLOC_004086	TCONS_00008341	AT1G80200	AT1G80200.2	sense	genic	0	overlapping	exonic
0	XLOC_004086	TCONS_00008341	AT1G80190	AT1G80190.3	sense	intergenic	341	same_strand	downstream
0	XLOC_004086	TCONS_00008341	AT1G80160	AT1G80160.1	sense	intergenic	9381	same_strand	downstream
0	XLOC_004086	TCONS_00008341	AT1G80170	AT1G80170.2	antisense	intergenic	6216	divergent	upstream
0	XLOC_004086	TCONS_00008341	AT1G80160	AT1G80160.3	sense	intergenic	9407	same_strand	downstream
0	XLOC_004086	TCONS_00008341	AT1G80190	AT1G80190.6	sense	intergenic	341	same_strand	downstream
0	XLOC_004086	TCONS_00008341	AT1G80240	AT1G80240.1	antisense	intergenic	8201	convergent	downstream
0	XLOC_004086	TCONS_00008341	AT1G80220	AT1G80220.1	sense	intergenic	4683	same_strand	upstream
0	XLOC_004086	TCONS_00008341	AT1G80165	AT1G80165.1	antisense	intergenic	9494	divergent	upstream
0	XLOC_004086	TCONS_00008341	AT1G80190	AT1G80190.2	sense	intergenic	341	same_strand	downstream
0	XLOC_004086	TCONS_00008341	AT1G80210	AT1G80210.2	antisense	genic	0	overlapping	exonic
0	XLOC_004086	TCONS_00008341	AT1G80230	AT1G80230.1	antisense	intergenic	6300	convergent	downstream
0	XLOC_004086	TCONS_00008341	AT1G80200	AT1G80200.3	sense	genic	0	overlapping	exonic
0	XLOC_004086	TCONS_00008341	AT1G80170	AT1G80170.1	antisense	intergenic	6101	divergent	upstream
0	XLOC_004086	TCONS_00008341	AT1G80190	AT1G80190.5	sense	intergenic	932	same_strand	downstream
0	XLOC_004086	TCONS_00008341	AT1G80190	AT1G80190.4	sense	intergenic	166	same_strand	downstream
0	XLOC_004086	TCONS_00008341	AT1G80160	AT1G80160.2	sense	intergenic	9805	same_strand	downstream
0	XLOC_004086	TCONS_00008341	AT1G80210	AT1G80210.1	antisense	genic	0	overlapping	exonic
0	XLOC_004086	TCONS_00008341	AT1G80190	AT1G80190.1	sense	intergenic	166	same_strand	downstream
0	XLOC_004086	TCONS_00008341	AT1G80180	AT1G80180.1	antisense	intergenic	4187	divergent	upstream
0	XLOC_004086	TCONS_00008341	AT1G80200	AT1G80200.1	sense	genic	0	containing	exonic
1	XLOC_014540	TCONS_00029906	AT3G24929	AT3G24929.3	sense	genic	0	containing	exonic
0	XLOC_014540	TCONS_00029906	AT3G25013	AT3G25013.1	sense	intergenic	4269	same_strand	upstream
0	XLOC_014540	TCONS_00029906	AT3G24900	AT3G24900.1	antisense	intergenic	1188	divergent	upstream
0	XLOC_014540	TCONS_00029906	AT3G25013	AT3G25013.4	sense	intergenic	4269	same_strand	upstream
0	XLOC_014540	TCONS_00029906	AT3G24880	AT3G24880.3	antisense	intergenic	7488	divergent	upstream
0	XLOC_014540	TCONS_00029906	AT3G24929	AT3G24929.2	sense	genic	0	containing	exonic
0	XLOC_014540	TCONS_00029906	AT3G24880	AT3G24880.2	antisense	intergenic	6336	divergent	upstream
0	XLOC_014540	TCONS_00029906	AT3G25012	AT3G25012.1	sense	intergenic	2328	same_strand	upstream
0	XLOC_014540	TCONS_00029906	AT3G25011	AT3G25011.1	antisense	intergenic	3355	convergent	downstream
0	XLOC_014540	TCONS_00029906	AT3G25010	AT3G25010.1	antisense	intergenic	451	convergent	downstream
0	XLOC_014540	TCONS_00029906	AT3G24929	AT3G24929.6	sense	genic	0	containing	exonic
0	XLOC_014540	TCONS_00029906	AT3G25014	AT3G25014.1	antisense	intergenic	4940	convergent	downstream
0	XLOC_014540	TCONS_00029906	AT3G24929	AT3G24929.4	sense	genic	0	containing	exonic
0	XLOC_014540	TCONS_00029906	AT3G24900	AT3G24900.2	antisense	intergenic	1034	divergent	upstream
0	XLOC_014540	TCONS_00029906	AT3G25013	AT3G25013.6	sense	intergenic	4269	same_strand	upstream
0	XLOC_014540	TCONS_00029906	AT3G24890	AT3G24890.5	sense	intergenic	4080	same_strand	downstream
0	XLOC_014540	TCONS_00029906	AT3G25013	AT3G25013.5	sense	intergenic	4269	same_strand	upstream
0	XLOC_014540	TCONS_00029906	AT3G04845	AT3G04845.1	antisense	intergenic	525	divergent	upstream
0	XLOC_014540	TCONS_00029906	AT3G24880	AT3G24880.1	antisense	intergenic	7488	divergent	upstream
0	XLOC_014540	TCONS_00029906	AT3G24929	AT3G24929.1	sense	genic	0	containing	exonic
0	XLOC_014540	TCONS_00029906	AT3G25020	AT3G25020.1	antisense	intergenic	7078	convergent	downstream
0	XLOC_014540	TCONS_00029906	AT3G24982	AT3G24982.1	antisense	genic	0	overlapping	exonic
0	XLOC_014540	TCONS_00029906	AT3G24890	AT3G24890.2	sense	intergenic	4080	same_strand	downstream
0	XLOC_014540	TCONS_00029906	AT3G24929	AT3G24929.5	sense	genic	0	containing	exonic
0	XLOC_014540	TCONS_00029906	AT3G24890	AT3G24890.4	sense	intergenic	3960	same_strand	downstream
0	XLOC_014540	TCONS_00029906	AT3G25010	AT3G25010.2	antisense	intergenic	497	convergent	downstream
0	XLOC_014540	TCONS_00029906	AT3G25013	AT3G25013.3	sense	intergenic	4269	same_strand	upstream
0	XLOC_014540	TCONS_00029906	AT3G24890	AT3G24890.3	sense	intergenic	3960	same_strand	downstream
0	XLOC_014540	TCONS_00029906	AT3G24929	AT3G24929.7	sense	genic	0	containing	exonic
0	XLOC_014540	TCONS_00029906	AT3G25013	AT3G25013.2	sense	intergenic	4269	same_strand	upstream
0	XLOC_014540	TCONS_00029906	AT3G24890	AT3G24890.1	sense	intergenic	3952	same_strand	downstream
1	XLOC_008805	TCONS_00017997	AT2G06945	AT2G06945.1	sense	intergenic	148	same_strand	upstream
0	XLOC_008805	TCONS_00017997	AT2G06955	AT2G06955.1	sense	intergenic	1157	same_strand	upstream
0	XLOC_008805	TCONS_00017997	AT2G17510	AT2G17510.2	antisense	intergenic	6043	convergent	downstream
0	XLOC_008805	TCONS_00017997	AT2G17500	AT2G17500.1	sense	intergenic	3462	same_strand	upstream
0	XLOC_008805	TCONS_00017997	AT2G17500	AT2G17500.4	sense	intergenic	3610	same_strand	upstream
0	XLOC_008805	TCONS_00017997	AT2G17480	AT2G17480.1	antisense	intergenic	5432	divergent	upstream
0	XLOC_008805	TCONS_00017997	AT2G17500	AT2G17500.3	sense	intergenic	3489	same_strand	upstream
0	XLOC_008805	TCONS_00017997	AT2G17510	AT2G17510.1	antisense	intergenic	5941	convergent	downstream
0	XLOC_008805	TCONS_00017997	AT2G17500	AT2G17500.2	sense	intergenic	3433	same_strand	upstream
1	XLOC_006058	TCONS_00012546	AT1G06817	AT1G06817.1	antisense	genic	0	overlapping	exonic
0	XLOC_006058	TCONS_00012546	AT1G35183	AT1G35183.2	antisense	intergenic	814	convergent	downstream
0	XLOC_006058	TCONS_00012546	AT1G35181	AT1G35181.1	antisense	intergenic	6106	convergent	downstream
0	XLOC_006058	TCONS_00012546	AT1G35190	AT1G35190.1	antisense	intergenic	2988	divergent	upstream
0	XLOC_006058	TCONS_00012546	AT1G35210	AT1G35210.1	sense	intergenic	9166	same_strand	downstream
0	XLOC_006058	TCONS_00012546	AT1G06823	AT1G06823.1	sense	intergenic	103	same_strand	downstream
0	XLOC_006058	TCONS_00012546	AT1G35183	AT1G35183.1	antisense	intergenic	986	convergent	downstream
0	XLOC_006058	TCONS_00012546	AT1G35190	AT1G35190.2	antisense	intergenic	3007	divergent	upstream
0	XLOC_006058	TCONS_00012546	AT1G35180	AT1G35180.1	sense	intergenic	6741	same_strand	upstream
0	XLOC_006058	TCONS_00012546	AT1G35183	AT1G35183.3	antisense	intergenic	814	convergent	downstream
1	XLOC_011638	TCONS_00023703	AT2G23700	AT2G23700.1	sense	intergenic	196	same_strand	downstream
0	XLOC_011638	TCONS_00023703	AT2G23690	AT2G23690.1	antisense	intergenic	2000	convergent	downstream
0	XLOC_011638	TCONS_00023703	AT2G23680	AT2G23680.1	antisense	intergenic	7389	convergent	downstream
0	XLOC_011638	TCONS_00023703	AT2G23680	AT2G23680.2	antisense	intergenic	7389	convergent	downstream
1	XLOC_021114	TCONS_00043014	AT4G31355	AT4G31355.1	antisense	genic	0	containing	exonic
0	XLOC_021114	TCONS_00043014	AT4G31354	AT4G31354.3	sense	genic	0	containing	exonic
0	XLOC_021114	TCONS_00043014	AT4G31351	AT4G31351.1	sense	intergenic	1264	same_strand	downstream
0	XLOC_021114	TCONS_00043014	AT4G31360	AT4G31360.1	sense	intergenic	1219	same_strand	upstream
0	XLOC_021114	TCONS_00043014	AT4G31370	AT4G31370.1	antisense	intergenic	3031	convergent	downstream
0	XLOC_021114	TCONS_00043014	AT4G31354	AT4G31354.1	sense	genic	0	overlapping	exonic
0	XLOC_021114	TCONS_00043014	AT4G31380	AT4G31380.1	sense	intergenic	9384	same_strand	upstream
0	XLOC_021114	TCONS_00043014	AT4G08475	AT4G08475.1	sense	intergenic	7733	same_strand	downstream
0	XLOC_021114	TCONS_00043014	AT4G31340	AT4G31340.2	sense	intergenic	9547	same_strand	downstream
0	XLOC_021114	TCONS_00043014	AT4G31350	AT4G31350.3	sense	intergenic	3187	same_strand	downstream
0	XLOC_021114	TCONS_00043014	AT4G31350	AT4G31350.4	sense	intergenic	3276	same_strand	downstream
0	XLOC_021114	TCONS_00043014	AT4G31340	AT4G31340.1	sense	intergenic	9544	same_strand	downstream
0	XLOC_021114	TCONS_00043014	AT4G08445	AT4G08445.1	antisense	intergenic	9165	divergent	upstream
0	XLOC_021114	TCONS_00043014	AT4G08495	AT4G08495.1	antisense	intergenic	7122	divergent	upstream
0	XLOC_021114	TCONS_00043014	AT4G31350	AT4G31350.2	sense	intergenic	3128	same_strand	downstream
0	XLOC_021114	TCONS_00043014	AT4G31354	AT4G31354.2	sense	genic	0	nested	exonic
0	XLOC_021114	TCONS_00043014	AT4G31350	AT4G31350.1	sense	intergenic	3119	same_strand	downstream
0	XLOC_021114	TCONS_00043014	AT4G08465	AT4G08465.1	antisense	intergenic	8298	divergent	upstream
1	XLOC_017903	TCONS_00036644	AT3G30220	AT3G30220.1	sense	intergenic	16242	same_strand	downstream
0	XLOC_017903	TCONS_00036644	AT3G30210	AT3G30210.1	antisense	intergenic	19446	convergent	downstream
0	XLOC_017903	TCONS_00036644	AT3G30222	AT3G30222.1	sense	intergenic	17008	same_strand	downstream
0	XLOC_017903	TCONS_00036644	AT3G30230	AT3G30230.1	sense	intergenic	17611	same_strand	downstream
1	XLOC_014539	TCONS_00029904	AT3G24900	AT3G24900.2	antisense	genic	0	nested	exonic
0	XLOC_014539	TCONS_00029904	AT3G24929	AT3G24929.4	sense	intergenic	1992	same_strand	upstream
0	XLOC_014539	TCONS_00029904	AT3G24890	AT3G24890.5	sense	intergenic	2458	same_strand	downstream
0	XLOC_014539	TCONS_00029904	AT3G24929	AT3G24929.1	sense	intergenic	1992	same_strand	upstream
0	XLOC_014539	TCONS_00029904	AT3G04845	AT3G04845.1	antisense	intergenic	244	convergent	downstream
0	XLOC_014539	TCONS_00029904	AT3G24880	AT3G24880.1	antisense	intergenic	5866	divergent	upstream
0	XLOC_014539	TCONS_00029904	AT3G24900	AT3G24900.1	antisense	genic	0	overlapping	exonic
0	XLOC_014539	TCONS_00029904	AT3G24880	AT3G24880.3	antisense	intergenic	5866	divergent	upstream
0	XLOC_014539	TCONS_00029904	AT3G24929	AT3G24929.2	sense	intergenic	1992	same_strand	upstream
0	XLOC_014539	TCONS_00029904	AT3G24880	AT3G24880.2	antisense	intergenic	4714	divergent	upstream
0	XLOC_014539	TCONS_00029904	AT3G25012	AT3G25012.1	sense	intergenic	9945	same_strand	upstream
0	XLOC_014539	TCONS_00029904	AT3G25010	AT3G25010.1	antisense	intergenic	8068	convergent	downstream
0	XLOC_014539	TCONS_00029904	AT3G24929	AT3G24929.6	sense	intergenic	1992	same_strand	upstream
0	XLOC_014539	TCONS_00029904	AT3G24890	AT3G24890.4	sense	intergenic	2338	same_strand	downstream
0	XLOC_014539	TCONS_00029904	AT3G24929	AT3G24929.3	sense	intergenic	1992	same_strand	upstream
0	XLOC_014539	TCONS_00029904	AT3G25010	AT3G25010.2	antisense	intergenic	8114	convergent	downstream
0	XLOC_014539	TCONS_00029904	AT3G24890	AT3G24890.3	sense	intergenic	2338	same_strand	downstream
0	XLOC_014539	TCONS_00029904	AT3G24929	AT3G24929.7	sense	intergenic	2506	same_strand	upstream
0	XLOC_014539	TCONS_00029904	AT3G24890	AT3G24890.1	sense	intergenic	2330	same_strand	downstream
0	XLOC_014539	TCONS_00029904	AT3G24982	AT3G24982.1	antisense	intergenic	4011	convergent	downstream
0	XLOC_014539	TCONS_00029904	AT3G24890	AT3G24890.2	sense	intergenic	2458	same_strand	downstream
0	XLOC_014539	TCONS_00029904	AT3G24929	AT3G24929.5	sense	intergenic	1992	same_strand	upstream
1	AT1G70185	AT1G70185.1	AT1G70185	AT1G70185.1	sense	genic	0	containing	exonic
0	AT1G70185	AT1G70185.1	AT1G70190	AT1G70190.1	sense	intergenic	429	same_strand	upstream
0	AT1G70185	AT1G70185.1	AT1G70180	AT1G70180.3	sense	intergenic	372	same_strand	downstream
0	AT1G70185	AT1G70185.1	AT1G70180	AT1G70180.1	sense	intergenic	372	same_strand	downstream
0	AT1G70185	AT1G70185.1	AT1G09143	AT1G09143.1	sense	intergenic	3328	same_strand	upstream
0	AT1G70185	AT1G70185.1	AT1G70150	AT1G70150.1	sense	intergenic	9945	same_strand	downstream
0	AT1G70185	AT1G70185.1	AT1G09137	AT1G09137.1	antisense	intergenic	3734	divergent	upstream
0	AT1G70185	AT1G70185.1	AT1G70210	AT1G70210.1	sense	intergenic	9487	same_strand	upstream
0	AT1G70185	AT1G70185.1	AT1G70190	AT1G70190.2	sense	intergenic	474	same_strand	upstream
0	AT1G70185	AT1G70185.1	AT1G70180	AT1G70180.5	sense	intergenic	344	same_strand	downstream
0	AT1G70185	AT1G70185.1	AT1G70170	AT1G70170.1	sense	intergenic	4377	same_strand	downstream
0	AT1G70185	AT1G70185.1	AT1G70175	AT1G70175.1	antisense	intergenic	4393	divergent	upstream
0	AT1G70185	AT1G70185.1	AT1G70209	AT1G70209.1	antisense	intergenic	9584	convergent	downstream
0	AT1G70185	AT1G70185.1	AT1G70180	AT1G70180.6	sense	intergenic	349	same_strand	downstream
0	AT1G70185	AT1G70185.1	AT1G70200	AT1G70200.1	antisense	intergenic	2228	convergent	downstream
0	AT1G70185	AT1G70185.1	AT1G70180	AT1G70180.4	sense	intergenic	372	same_strand	downstream
0	AT1G70185	AT1G70185.1	AT1G70160	AT1G70160.1	sense	intergenic	7202	same_strand	downstream
0	AT1G70185	AT1G70185.1	AT1G70180	AT1G70180.2	sense	intergenic	324	same_strand	downstream
1	XLOC_008768	TCONS_00017908	AT2G16890	AT2G16890.1	sense	intergenic	461	same_strand	downstream
0	XLOC_008768	TCONS_00017908	AT2G16900	AT2G16900.2	antisense	intergenic	1530	convergent	downstream
0	XLOC_008768	TCONS_00017908	AT2G16900	AT2G16900.7	antisense	intergenic	1438	convergent	downstream
0	XLOC_008768	TCONS_00017908	AT2G16890	AT2G16890.3	sense	intergenic	467	same_strand	downstream
0	XLOC_008768	TCONS_00017908	AT2G16900	AT2G16900.6	antisense	intergenic	1438	convergent	downstream
0	XLOC_008768	TCONS_00017908	AT2G06785	AT2G06785.1	antisense	intergenic	8082	convergent	downstream
0	XLOC_008768	TCONS_00017908	AT2G16900	AT2G16900.3	antisense	intergenic	1530	convergent	downstream
0	XLOC_008768	TCONS_00017908	AT2G16870	AT2G16870.3	antisense	intergenic	7908	divergent	upstream
0	XLOC_008768	TCONS_00017908	AT2G16870	AT2G16870.2	antisense	intergenic	7917	divergent	upstream
0	XLOC_008768	TCONS_00017908	AT2G16900	AT2G16900.5	antisense	intergenic	1409	convergent	downstream
0	XLOC_008768	TCONS_00017908	AT2G16880	AT2G16880.1	antisense	intergenic	5128	divergent	upstream
0	XLOC_008768	TCONS_00017908	AT2G16900	AT2G16900.1	antisense	intergenic	1438	convergent	downstream
0	XLOC_008768	TCONS_00017908	AT2G16890	AT2G16890.2	sense	intergenic	467	same_strand	downstream
0	XLOC_008768	TCONS_00017908	AT2G16870	AT2G16870.1	antisense	intergenic	7908	divergent	upstream
0	XLOC_008768	TCONS_00017908	AT2G16900	AT2G16900.4	antisense	intergenic	1393	convergent	downstream
0	XLOC_008768	TCONS_00017908	AT2G16910	AT2G16910.1	sense	intergenic	9544	same_strand	upstream
0	XLOC_008768	TCONS_00017908	AT2G16890	AT2G16890.4	sense	intergenic	1269	same_strand	downstream
1	XLOC_004929	TCONS_00010279	AT1G14071	at1g14071	sense	genic	0	containing	exonic
0	XLOC_004929	TCONS_00010279	AT1G14040	AT1G14040.1	antisense	intergenic	3515	convergent	downstream
0	XLOC_004929	TCONS_00010279	AT1G14048	AT1G14048.1	sense	intergenic	2251	same_strand	upstream
0	XLOC_004929	TCONS_00010279	AT1G14080	AT1G14080.1	antisense	intergenic	1890	divergent	upstream
0	XLOC_004929	TCONS_00010279	AT1G14100	AT1G14100.1	antisense	intergenic	7412	divergent	upstream
0	XLOC_004929	TCONS_00010279	AT1G14110	AT1G14110.1	antisense	intergenic	9748	divergent	upstream
0	XLOC_004929	TCONS_00010279	AT1G14060	AT1G14060.1	sense	intergenic	127	same_strand	upstream
1	XLOC_009293	TCONS_00019026	AT2G25590	AT2G25590.1	sense	genic	0	containing	exonic
0	XLOC_009293	TCONS_00019026	AT2G25560	AT2G25560.1	sense	intergenic	6941	same_strand	downstream
0	XLOC_009293	TCONS_00019026	AT2G25620	AT2G25620.1	antisense	intergenic	9001	convergent	downstream
0	XLOC_009293	TCONS_00019026	AT2G25610	AT2G25610.2	antisense	intergenic	7358	convergent	downstream
0	XLOC_009293	TCONS_00019026	AT2G25565	AT2G25565.1	antisense	intergenic	5585	divergent	upstream
0	XLOC_009293	TCONS_00019026	AT2G25600	AT2G25600.1	sense	intergenic	398	same_strand	upstream
0	XLOC_009293	TCONS_00019026	AT2G25620	AT2G25620.2	antisense	intergenic	8861	convergent	downstream
0	XLOC_009293	TCONS_00019026	AT2G25580	AT2G25580.2	sense	intergenic	754	same_strand	downstream
0	XLOC_009293	TCONS_00019026	AT2G25610	AT2G25610.1	antisense	intergenic	7328	convergent	downstream
0	XLOC_009293	TCONS_00019026	AT2G25580	AT2G25580.1	sense	intergenic	209	same_strand	downstream
0	XLOC_009293	TCONS_00019026	AT2G25605	AT2G25605.1	sense	intergenic	5493	same_strand	upstream
0	XLOC_009293	TCONS_00019026	AT2G25570	AT2G25570.2	antisense	intergenic	2959	divergent	upstream
0	XLOC_009293	TCONS_00019026	AT2G25570	AT2G25570.1	antisense	intergenic	2901	divergent	upstream
0	XLOC_009293	TCONS_00019026	AT2G25570	AT2G25570.3	antisense	intergenic	2987	divergent	upstream
1	XLOC_017623	TCONS_00036104	AT3G25820	AT3G25820.1	antisense	genic	0	overlapping	exonic
0	XLOC_017623	TCONS_00036104	AT3G25840	AT3G25840.1	sense	intergenic	7267	same_strand	downstream
0	XLOC_017623	TCONS_00036104	AT3G25810	AT3G25810.1	antisense	intergenic	8276	convergent	downstream
0	XLOC_017623	TCONS_00036104	AT3G25820	AT3G25820.4	antisense	intergenic	1437	convergent	downstream
0	XLOC_017623	TCONS_00036104	AT3G25820	AT3G25820.2	antisense	genic	0	overlapping	exonic
0	XLOC_017623	TCONS_00036104	AT3G25820	AT3G25820.3	antisense	genic	0	overlapping	exonic
0	XLOC_017623	TCONS_00036104	AT3G25830	AT3G25830.1	antisense	intergenic	2815	divergent	upstream
0	XLOC_017623	TCONS_00036104	AT3G25840	AT3G25840.2	sense	intergenic	8008	same_strand	downstream
1	AT3G17185	AT3G17185.1	AT3G17185	AT3G17185.2	sense	genic	0	containing	exonic
0	AT3G17185	AT3G17185.1	AT3G17180	AT3G17180.2	antisense	intergenic	2334	divergent	upstream
0	AT3G17185	AT3G17185.1	AT3G17185	AT3G17185.1	sense	genic	0	containing	exonic
0	AT3G17185	AT3G17185.1	AT3G17160	AT3G17160.1	sense	intergenic	8411	same_strand	downstream
0	AT3G17185	AT3G17185.1	AT3G17190	AT3G17190.2	sense	intergenic	4955	same_strand	upstream
0	AT3G17185	AT3G17185.1	AT3G17170	AT3G17170.1	antisense	intergenic	6585	divergent	upstream
0	AT3G17185	AT3G17185.1	AT3G17180	AT3G17180.1	antisense	intergenic	2302	divergent	upstream
0	AT3G17185	AT3G17185.1	AT3G17190	AT3G17190.1	sense	intergenic	4955	same_strand	upstream
1	AT2G31902	AT2G31902.3	AT2G31900	AT2G31900.3	antisense	genic	0	nested	exonic
0	AT2G31902	AT2G31902.3	AT2G31902	AT2G31902.4	sense	intergenic	2040	same_strand	upstream
0	AT2G31902	AT2G31902.3	AT2G08475	AT2G08475.1	antisense	intergenic	5681	divergent	upstream
0	AT2G31902	AT2G31902.3	AT2G31910	AT2G31910.1	sense	intergenic	8599	same_strand	upstream
0	AT2G31902	AT2G31902.3	AT2G31902	AT2G31902.5	sense	intergenic	4772	same_strand	upstream
0	AT2G31902	AT2G31902.3	AT2G08490	AT2G08490.1	antisense	intergenic	8481	convergent	downstream
0	AT2G31902	AT2G31902.3	AT2G31902	AT2G31902.2	sense	intergenic	294	same_strand	downstream
0	AT2G31902	AT2G31902.3	AT2G31900	AT2G31900.1	antisense	genic	0	nested	exonic
0	AT2G31902	AT2G31902.3	AT2G31870	AT2G31870.1	antisense	intergenic	7951	divergent	upstream
0	AT2G31902	AT2G31902.3	AT2G31902	AT2G31902.1	sense	genic	0	nested	exonic
0	AT2G31902	AT2G31902.3	AT2G08485	AT2G08485.1	sense	intergenic	7337	same_strand	upstream
0	AT2G31902	AT2G31902.3	AT2G31870	AT2G31870.2	antisense	intergenic	7950	divergent	upstream
0	AT2G31902	AT2G31902.3	AT2G31910	AT2G31910.2	sense	intergenic	7662	same_strand	upstream
0	AT2G31902	AT2G31902.3	AT2G31900	AT2G31900.2	antisense	genic	0	nested	exonic
0	AT2G31902	AT2G31902.3	AT2G31900	AT2G31900.5	antisense	genic	0	nested	exonic
0	AT2G31902	AT2G31902.3	AT2G31900	AT2G31900.4	antisense	genic	0	nested	exonic
0	AT2G31902	AT2G31902.3	AT2G31890	AT2G31890.1	antisense	intergenic	1914	divergent	upstream
0	AT2G31902	AT2G31902.3	AT2G31880	AT2G31880.1	sense	intergenic	4817	same_strand	downstream
0	AT2G31902	AT2G31902.3	AT2G31902	AT2G31902.3	sense	genic	0	containing	exonic
0	AT2G31902	AT2G31902.3	AT2G08480	AT2G08480.1	sense	intergenic	2630	same_strand	downstream
0	AT2G31902	AT2G31902.3	AT2G31910	AT2G31910.3	sense	intergenic	7961	same_strand	upstream
1	XLOC_008690	TCONS_00017786	AT2G15280	AT2G15280.1	sense	genic	0	nested	exonic
0	XLOC_008690	TCONS_00017786	AT2G15280	AT2G15280.2	sense	genic	0	overlapping	exonic
0	XLOC_008690	TCONS_00017786	AT2G15270	AT2G15270.2	sense	intergenic	668	same_strand	downstream
0	XLOC_008690	TCONS_00017786	AT2G15300	AT2G15300.1	sense	intergenic	7316	same_strand	upstream
0	XLOC_008690	TCONS_00017786	AT2G06395	AT2G06395.1	sense	intergenic	5629	same_strand	upstream
0	XLOC_008690	TCONS_00017786	AT2G15260	AT2G15260.1	sense	intergenic	6079	same_strand	downstream
0	XLOC_008690	TCONS_00017786	AT2G15270	AT2G15270.1	sense	intergenic	658	same_strand	downstream
0	XLOC_008690	TCONS_00017786	AT2G15292	AT2G15292.1	antisense	intergenic	2482	convergent	downstream
0	XLOC_008690	TCONS_00017786	AT2G15290	AT2G15290.1	antisense	intergenic	501	convergent	downstream
1	XLOC_017788	TCONS_00036443	AT3G28335	AT3G28335.1	antisense	genic	0	overlapping	exonic
0	XLOC_017788	TCONS_00036443	AT3G28330	AT3G28330.1	sense	intergenic	336	same_strand	upstream
0	XLOC_017788	TCONS_00036443	AT3G28320	AT3G28320.1	antisense	intergenic	5311	convergent	downstream
