t_id_prev	g_id_prev	t_id_new	g_id_new	exon_count	length	class_code
AT1G68560.1	MSTRG.4534	AT1G68560.1	AT1G68560	3	3360	=
AT1G08993.1	AT1G08993	AT1G08993.1	AT1G08993	1	268	=
AT1G68568.1	MSTRG.4536	AT1G68568.1	AT1G68568	2	820	=
AT1G68568.2	MSTRG.4536	TCONS_00015254	XLOC_007442	1	411	k
AT1G68568.3	MSTRG.4536	AT1G68568.3	AT1G68568	1	352	=
AT1G08997.1	AT1G08997	AT1G08997.1	AT1G08997	1	320	=
AT1G68590.1	MSTRG.4539	AT1G68590.1	AT1G68590	2	932	=
AT1G68590.2	MSTRG.4539	AT1G68590.2	AT1G68590	2	921	=
AT1G68640.1	MSTRG.4544	AT1G68640.1	AT1G68640	11	1869	=
AT1G68660.2	MSTRG.4547	AT1G68660.2	AT1G68660	4	763	=
AT1G68660.1	MSTRG.4547	AT1G68660.1	AT1G68660	3	853	=
MSTRG.4547.3	MSTRG.4547	TCONS_00015262	XLOC_007446	2	1135	m
AT1G09007.1	MSTRG.4550	AT1G09007.1	AT1G09007	1	420	=
MSTRG.4553.1	MSTRG.4553	TCONS_00015264	XLOC_007448	12	5230	j
AT1G68710.1	MSTRG.4553	AT1G68710.1	AT1G68710	12	4807	=
AT1G68710.3	MSTRG.4553	AT1G68710.3	AT1G68710	11	4594	=
AT1G68710.2	MSTRG.4553	AT1G68710.2	AT1G68710	12	4504	=
AT1G68723.1	MSTRG.4555	AT1G68723.1	AT1G68723	1	566	=
AT1G68730.1	MSTRG.4556	AT1G68730.1	AT1G68730	4	565	=
AT1G68740.2	AT1G68740	AT1G68740.2	AT1G68740	11	3188	=
AT1G68740.1	AT1G68740	AT1G68740.1	AT1G68740	12	3050	=
AT1G68750.1	MSTRG.4557	AT1G68750.1	AT1G68750	20	3368	=
AT1G68765.1	AT1G68765	AT1G68765.1	AT1G68765	1	865	=
AT1G68780.1	MSTRG.4559	AT1G68780.1	AT1G68780	2	2149	=
AT1G68790.1	MSTRG.4560	AT1G68790.1	AT1G68790	8	3888	=
MSTRG.4560.1	MSTRG.4560	TCONS_00015276	XLOC_007455	9	4340	m
AT1G68795.1	MSTRG.4560	AT1G68795.1	AT1G68795	1	1061	=
AT1G68800.2	MSTRG.4562	AT1G68800.2	AT1G68800	2	4163	=
AT1G68800.1	MSTRG.4562	AT1G68800.1	AT1G68800	2	4145	=
AT1G68825.1	MSTRG.4566	AT1G68825.1	AT1G68825	1	528	=
AT1G68825.2	MSTRG.4566	AT1G68825.2	AT1G68825	2	382	=
AT1G68830.1	MSTRG.4567	AT1G68830.1	AT1G68830	10	2120	=
AT1G68850.1	AT1G68850	AT1G68850.1	AT1G68850	4	1345	=
AT1G68862.1	MSTRG.4568	AT1G68862.1	AT1G68862	4	632	=
MSTRG.4568.2	MSTRG.4568	TCONS_00015285	XLOC_007460	6	842	k
MSTRG.4568.3	MSTRG.4568	TCONS_00015286	XLOC_007460	7	2476	m
AT1G68862.2	MSTRG.4568	AT1G68862.2	AT1G68862	3	1013	=
AT1G68862.3	MSTRG.4568	AT1G68862.3	AT1G68862	5	602	=
AT1G68862.4	MSTRG.4568	AT1G68862.4	AT1G68862	4	1061	=
AT1G68872.4	MSTRG.4568	AT1G68872.4	AT1G68872	4	506	=
AT1G68872.2	MSTRG.4568	AT1G68872.2	AT1G68872	5	1504	=
AT1G68872.1	MSTRG.4568	AT1G68872.1	AT1G68872	4	1447	=
AT1G68872.3	MSTRG.4568	AT1G68872.3	AT1G68872	5	1253	=
AT1G68877.1	AT1G68877	AT1G68877.1	AT1G68877	1	211	=
AT1G68880.1	AT1G68880	AT1G68880.1	AT1G68880	1	1086	=
AT1G68905.1	MSTRG.4571	AT1G68905.1	AT1G68905	2	288	=
AT1G68907.1	MSTRG.4572	AT1G68907.1	AT1G68907	2	370	=
AT1G68910.3	MSTRG.4573	AT1G68910.3	AT1G68910	5	2318	=
AT1G68910.2	MSTRG.4573	AT1G68910.2	AT1G68910	5	2279	=
AT1G68910.1	MSTRG.4573	AT1G68910.1	AT1G68910	5	2229	=
AT1G68940.3	MSTRG.4577	AT1G68940.3	AT1G68940	5	3755	=
AT1G68940.2	MSTRG.4577	AT1G68940.2	AT1G68940	5	3677	=
AT1G68940.1	MSTRG.4577	AT1G68940.1	AT1G68940	4	3671	=
AT1G09027.1	MSTRG.4579	AT1G09027.1	AT1G09027	1	133	=
AT1G68970.1	AT1G68970	AT1G68970.1	AT1G68970	1	73	=
AT1G68990.1	MSTRG.4581	AT1G68990.1	AT1G68990	19	3674	=
AT1G68990.2	MSTRG.4581	AT1G68990.2	AT1G68990	19	3341	=
MSTRG.4583.1	MSTRG.4583	TCONS_00015308	XLOC_007470	9	2080	n
AT1G69020.2	MSTRG.4583	AT1G69020.2	AT1G69020	10	2447	=
AT1G69020.1	MSTRG.4583	AT1G69020.1	AT1G69020	11	2351	=
AT1G69030.1	MSTRG.4584	AT1G69030.1	AT1G69030	6	1225	=
AT1G09033.1	AT1G09033	AT1G09033.1	AT1G09033	1	285	=
MSTRG.4588.1	MSTRG.4588	TCONS_00015313	XLOC_007473	12	3131	n
AT1G69070.1	MSTRG.4588	AT1G69070.1	AT1G69070	13	2968	=
AT1G69070.2	MSTRG.4588	AT1G69070.2	AT1G69070	13	2868	=
AT1G69080.2	MSTRG.4589	AT1G69080.2	AT1G69080	3	1109	=
AT1G69080.1	MSTRG.4589	AT1G69080.1	AT1G69080	3	1140	=
AT1G69090.1	AT1G69090	AT1G69090.1	AT1G69090	1	1257	=
AT1G69120.3	AT1G69120	AT1G69120.3	AT1G69120	8	1054	=
AT1G69120.2	AT1G69120	AT1G69120.2	AT1G69120	8	1557	=
AT1G69120.1	AT1G69120	AT1G69120.1	AT1G69120	8	1300	=
AT1G69150.1	AT1G69150	AT1G69150.1	AT1G69150	1	2174	=
AT1G09047.1	AT1G09047	AT1G09047.1	AT1G09047	1	447	=
AT1G69180.1	MSTRG.4592	AT1G69180.1	AT1G69180	7	1131	=
AT1G69190.1	AT1G69190	AT1G69190.1	AT1G69190	3	1733	=
AT1G69210.2	MSTRG.4594	AT1G69210.2	AT1G69210	4	1153	=
AT1G69210.1	MSTRG.4594	AT1G69210.1	AT1G69210	5	1063	=
AT1G69220.2	MSTRG.4595	AT1G69220.2	AT1G69220	18	2772	=
AT1G69220.1	MSTRG.4595	AT1G69220.1	AT1G69220	18	2912	=
AT1G69230.1	MSTRG.4595	AT1G69230.1	AT1G69230	3	780	=
AT1G69230.2	MSTRG.4595	AT1G69230.2	AT1G69230	3	715	=
AT1G69240.1	AT1G69240	AT1G69240.1	AT1G69240	5	1662	=
AT1G69270.1	MSTRG.4599	AT1G69270.1	AT1G69270	1	2053	=
MSTRG.4601.1	MSTRG.4601	TCONS_00015334	XLOC_007485	4	1960	n
AT1G69280.2	MSTRG.4601	AT1G69280.2	AT1G69280	4	3888	=
AT1G69280.1	MSTRG.4601	AT1G69280.1	AT1G69280	5	3793	=
AT1G69280.3	MSTRG.4601	AT1G69280.3	AT1G69280	4	3901	=
AT1G69290.1	MSTRG.4601	AT1G69290.1	AT1G69290	1	1977	=
AT1G69295.1	MSTRG.4604	AT1G69295.1	AT1G69295	4	1896	=
AT1G69295.2	MSTRG.4604	AT1G69295.2	AT1G69295	4	1100	=
MSTRG.4605.1	MSTRG.4605	TCONS_00015343	XLOC_007487	5	1770	j
AT1G69310.2	MSTRG.4605	AT1G69310.2	AT1G69310	4	1993	=
AT1G69310.1	MSTRG.4605	AT1G69310.1	AT1G69310	5	1741	=
AT1G69310.3	MSTRG.4605	AT1G69310.3	AT1G69310	4	1675	=
AT1G69310.4	MSTRG.4605	AT1G69310.4	AT1G69310	3	1416	=
AT1G69330.1	MSTRG.4607	AT1G69330.1	AT1G69330	2	1541	=
AT1G69360.1	MSTRG.4610	AT1G69360.1	AT1G69360	4	3379	=
AT1G69380.1	MSTRG.4612	AT1G69380.1	AT1G69380	7	1460	=
AT1G69440.1	MSTRG.4617	AT1G69440.1	AT1G69440	3	3443	=
AT1G69450.3	MSTRG.4618	AT1G69450.3	AT1G69450	9	2779	=
AT1G69450.2	MSTRG.4618	AT1G69450.2	AT1G69450	10	2698	=
AT1G69450.1	MSTRG.4618	AT1G69450.1	AT1G69450	9	2278	=
AT1G69460.1	MSTRG.4619	AT1G69460.1	AT1G69460	4	1107	=
AT1G69480.2	MSTRG.4621	AT1G69480.2	AT1G69480	12	2817	=
AT1G69480.1	MSTRG.4621	AT1G69480.1	AT1G69480	13	2730	=
AT1G69485.1	AT1G69485	AT1G69485.1	AT1G69485	3	864	=
AT1G09063.1	MSTRG.4626	AT1G09063.1	AT1G09063	1	285	=
AT1G69540.2	AT1G69540	AT1G69540.2	AT1G69540	10	1861	=
AT1G69540.1	AT1G69540	AT1G69540.1	AT1G69540	11	1763	=
AT1G69540.3	AT1G69540	AT1G69540.3	AT1G69540	7	1080	=
AT1G69550.1	MSTRG.4628	AT1G69550.1	AT1G69550	4	5582	=
MSTRG.4628.2	MSTRG.4628	TCONS_00015362	XLOC_007498	3	5740	m
AT1G69570.1	MSTRG.4630	AT1G69570.1	AT1G69570	2	1928	=
AT1G69587.1	MSTRG.4633	AT1G69587.1	AT1G69587	4	1000	=
MSTRG.4633.2	MSTRG.4633	TCONS_00015365	XLOC_007500	3	1256	n
MSTRG.4633.3	MSTRG.4633	TCONS_00015366	XLOC_007500	3	1231	n
AT1G69587.2	MSTRG.4633	AT1G69587.2	AT1G69587	3	803	=
AT1G69587.3	MSTRG.4633	AT1G69587.3	AT1G69587	3	598	=
AT1G69587.4	MSTRG.4633	AT1G69587.4	AT1G69587	2	1325	=
AT1G09073.1	MSTRG.4636	AT1G09073.1	AT1G09073	1	199	=
AT1G09077.1	AT1G09077	AT1G09077.1	AT1G09077	1	206	=
AT1G69630.1	AT1G69630	AT1G69630.1	AT1G69630	3	1524	=
AT1G69640.1	MSTRG.4640	AT1G69640.1	AT1G69640	2	1358	=
AT1G69650.1	AT1G69650	AT1G69650.1	AT1G69650	6	885	=
AT1G69660.1	AT1G69660	AT1G69660.1	AT1G69660	4	696	=
AT1G69670.1	MSTRG.4641	AT1G69670.1	AT1G69670	3	2638	=
AT1G69670.2	MSTRG.4641	AT1G69670.2	AT1G69670	2	2351	=
AT1G09097.1	AT1G09097	AT1G09097.1	AT1G09097	1	217	=
AT1G69730.1	MSTRG.4647	AT1G69730.1	AT1G69730	3	2553	=
AT1G69760.1	MSTRG.4650	AT1G69760.1	AT1G69760	1	1584	=
MSTRG.4651.1	MSTRG.4651	TCONS_00015381	XLOC_007511	21	3169	j
AT1G69770.1	MSTRG.4651	AT1G69770.1	AT1G69770	21	3066	=
at1g69792	AT1G69792	at1g69792	AT1G69792	1	100	=
AT1G09113.1	AT1G09113	AT1G09113.1	AT1G09113	1	462	=
at1g69795	AT1G69795	at1g69795	AT1G69795	1	95	=
AT1G69800.1	MSTRG.4654	AT1G69800.1	AT1G69800	5	1796	=
AT1G69800.3	MSTRG.4654	AT1G69800.3	AT1G69800	4	1852	=
AT1G69800.2	MSTRG.4654	AT1G69800.2	AT1G69800	6	1628	=
AT1G69810.2	MSTRG.4655	AT1G69810.2	AT1G69810	4	1940	=
AT1G69810.1	MSTRG.4655	AT1G69810.1	AT1G69810	4	1593	=
AT1G69820.1	AT1G69820	AT1G69820.1	AT1G69820	5	1136	=
AT1G69830.1	MSTRG.4656	AT1G69830.1	AT1G69830	13	3124	=
AT1G69840.1	MSTRG.4657	AT1G69840.1	AT1G69840	6	1434	=
AT1G69840.3	MSTRG.4657	AT1G69840.3	AT1G69840	5	1750	=
AT1G69840.2	MSTRG.4657	AT1G69840.2	AT1G69840	6	1462	=
AT1G69840.7	MSTRG.4657	AT1G69840.7	AT1G69840	6	1441	=
AT1G69840.4	MSTRG.4657	AT1G69840.4	AT1G69840	6	1534	=
AT1G69840.6	MSTRG.4657	AT1G69840.6	AT1G69840	6	1283	=
MSTRG.4657.6	MSTRG.4657	TCONS_00015400	XLOC_007519	6	1374	j
AT1G69840.5	MSTRG.4657	AT1G69840.5	AT1G69840	6	1390	=
AT1G69850.1	MSTRG.4658	AT1G69850.1	AT1G69850	5	2440	=
MSTRG.4658.2	MSTRG.4658	TCONS_00015402	XLOC_007520	4	2373	m
AT1G69890.1	MSTRG.4662	AT1G69890.1	AT1G69890	2	1599	=
AT1G69900.1	AT1G69900	AT1G69900.1	AT1G69900	2	1647	=
AT1G69920.1	AT1G69920	AT1G69920.1	AT1G69920	2	1003	=
AT1G69930.1	AT1G69930	AT1G69930.1	AT1G69930	2	1087	=
AT1G69935.1	MSTRG.4664	AT1G69935.1	AT1G69935	4	1306	=
MSTRG.4664.2	MSTRG.4664	TCONS_00015408	XLOC_007525	3	1371	m
AT1G69935.2	MSTRG.4664	AT1G69935.2	AT1G69935	4	1117	=
MSTRG.4664.4	MSTRG.4664	TCONS_00015410	XLOC_007525	4	1090	j
AT1G69940.1	MSTRG.4665	AT1G69940.1	AT1G69940	5	1447	=
AT1G69960.1	MSTRG.4667	AT1G69960.1	AT1G69960	5	1281	=
AT1G69970.2	MSTRG.4668	AT1G69970.2	AT1G69970	2	1182	=
AT1G69970.1	MSTRG.4668	AT1G69970.1	AT1G69970	1	1515	=
MSTRG.4669.1	MSTRG.4669	TCONS_00015415	XLOC_007529	5	1110	j
MSTRG.4669.2	MSTRG.4669	TCONS_00015416	XLOC_007529	3	1529	m
AT1G69980.1	MSTRG.4669	AT1G69980.1	AT1G69980	4	1387	=
AT1G69990.1	AT1G69990	AT1G69990.1	AT1G69990	1	1776	=
AT1G70000.1	MSTRG.4671	AT1G70000.1	AT1G70000	3	1724	=
AT1G70000.2	MSTRG.4671	AT1G70000.2	AT1G70000	4	1512	=
AT1G70050.1	AT1G70050	AT1G70050.1	AT1G70050	1	72	=
AT1G70070.1	MSTRG.4673	AT1G70070.1	AT1G70070	6	3564	=
AT1G70080.1	MSTRG.4674	AT1G70080.1	AT1G70080	7	2051	=
AT1G70110.1	MSTRG.4676	AT1G70110.1	AT1G70110	2	2021	=
AT1G70130.1	AT1G70130	AT1G70130.1	AT1G70130	2	2140	=
AT1G70140.1	MSTRG.4677	AT1G70140.1	AT1G70140	2	2681	=
AT1G70175.1	MSTRG.4681	AT1G70175.1	AT1G70175	2	318	=
AT1G09137.1	AT1G09137	AT1G09137.1	AT1G09137	1	247	=
MSTRG.4685.1	MSTRG.4685	TCONS_00015429	XLOC_007540	4	2035	j
AT1G70200.1	MSTRG.4685	AT1G70200.1	AT1G70200	4	2021	=
AT1G70209.1	MSTRG.4688	AT1G70209.1	AT1G70209	1	144	=
AT1G09153.1	AT1G09153	AT1G09153.1	AT1G09153	1	603	=
AT1G70220.2	MSTRG.4689	AT1G70220.2	AT1G70220	5	850	=
AT1G70220.1	MSTRG.4689	AT1G70220.1	AT1G70220	4	945	=
MSTRG.4689.3	MSTRG.4689	TCONS_00015435	XLOC_007543	5	817	j
AT1G70260.1	AT1G70260	AT1G70260.1	AT1G70260	7	1653	=
AT1G70280.2	MSTRG.4693	AT1G70280.2	AT1G70280	7	2145	=
AT1G70280.1	MSTRG.4693	AT1G70280.1	AT1G70280	6	2144	=
AT1G70290.1	MSTRG.4694	AT1G70290.1	AT1G70290	4	3349	=
AT1G70290.2	MSTRG.4694	AT1G70290.2	AT1G70290	5	2952	=
AT1G70300.1	MSTRG.4695	AT1G70300.1	AT1G70300	6	2996	=
AT1G70310.1	MSTRG.4696	AT1G70310.1	AT1G70310	8	1525	=
AT1G70320.1	MSTRG.4697	AT1G70320.1	AT1G70320	15	11639	=
AT1G70335.1	MSTRG.4699	AT1G70335.1	AT1G70335	1	342	=
AT1G70340.1	MSTRG.4700	AT1G70340.1	AT1G70340	4	2422	=
AT1G70350.1	MSTRG.4702	AT1G70350.1	AT1G70350	3	713	=
AT1G70370.2	MSTRG.4704	AT1G70370.2	AT1G70370	3	2334	=
AT1G70370.1	MSTRG.4704	AT1G70370.1	AT1G70370	2	2458	=
AT1G70380.1	AT1G70380	AT1G70380.1	AT1G70380	1	1134	=
MSTRG.4705.1	MSTRG.4705	TCONS_00015450	XLOC_007555	1	1304	m
AT1G70390.1	MSTRG.4705	AT1G70390.1	AT1G70390	2	1035	=
AT1G70400.3	AT1G70400	AT1G70400.3	AT1G70400	6	910	=
AT1G70400.2	AT1G70400	AT1G70400.2	AT1G70400	4	1004	=
AT1G70400.1	AT1G70400	AT1G70400.1	AT1G70400	2	791	=
AT1G70410.3	MSTRG.4706	AT1G70410.3	AT1G70410	9	2021	=
AT1G70410.2	MSTRG.4706	AT1G70410.2	AT1G70410	10	1542	=
AT1G70410.1	MSTRG.4706	AT1G70410.1	AT1G70410	8	2005	=
AT1G70420.1	MSTRG.4707	AT1G70420.1	AT1G70420	1	1277	=
AT1G09173.1	AT1G09173	AT1G09173.1	AT1G09173	1	354	=
AT1G09183.1	AT1G09183	AT1G09183.1	AT1G09183	1	229	=
AT1G70440.1	MSTRG.4709	AT1G70440.1	AT1G70440	5	1230	=
AT1G70440.2	MSTRG.4709	AT1G70440.2	AT1G70440	4	1034	=
AT1G70470.1	MSTRG.4710	AT1G70470.1	AT1G70470	1	765	=
AT1G70490.1	MSTRG.4713	AT1G70490.1	AT1G70490	7	1179	=
AT1G70490.5	MSTRG.4713	AT1G70490.5	AT1G70490	7	1357	=
AT1G70490.7	MSTRG.4713	AT1G70490.7	AT1G70490	7	1228	=
AT1G70490.6	MSTRG.4713	AT1G70490.6	AT1G70490	7	1341	=
AT1G70490.4	MSTRG.4713	AT1G70490.4	AT1G70490	7	1368	=
AT1G70490.3	MSTRG.4713	AT1G70490.3	AT1G70490	8	1072	=
AT1G70490.2	MSTRG.4713	AT1G70490.2	AT1G70490	7	969	=
AT1G70500.1	MSTRG.4714	AT1G70500.1	AT1G70500	9	1730	=
AT1G09187.1	AT1G09187	AT1G09187.1	AT1G09187	1	376	=
AT1G70520.1	MSTRG.4718	AT1G70520.1	AT1G70520	7	2403	=
AT1G70530.1	MSTRG.4719	AT1G70530.1	AT1G70530	8	2697	=
AT1G70530.2	MSTRG.4719	AT1G70530.2	AT1G70530	7	2760	=
AT1G70530.3	MSTRG.4719	AT1G70530.3	AT1G70530	7	2725	=
AT1G70600.1	MSTRG.4726	AT1G70600.1	AT1G70600	1	959	=
AT1G70710.1	MSTRG.4734	AT1G70710.1	AT1G70710	7	2081	=
AT1G70730.3	MSTRG.4736	AT1G70730.3	AT1G70730	19	2363	=
AT1G70730.1	MSTRG.4736	AT1G70730.1	AT1G70730	18	2069	=
AT1G70730.2	MSTRG.4736	AT1G70730.2	AT1G70730	19	1818	=
MSTRG.4737.1	MSTRG.4737	TCONS_00015482	XLOC_007571	6	1955	j
AT1G70740.1	MSTRG.4737	AT1G70740.1	AT1G70740	6	1917	=
AT1G70740.2	MSTRG.4737	AT1G70740.2	AT1G70740	6	1885	=
AT1G70750.1	MSTRG.4738	AT1G70750.1	AT1G70750	4	3211	=
AT1G09193.1	MSTRG.4739	AT1G09193.1	AT1G09193	1	1172	=
AT1G70770.2	MSTRG.4739	AT1G70770.2	AT1G70770	10	2424	=
AT1G70770.1	MSTRG.4739	AT1G70770.1	AT1G70770	9	2321	=
AT1G70780.1	MSTRG.4741	AT1G70780.1	AT1G70780	2	1136	=
AT1G70830.4	MSTRG.4744	AT1G70830.4	AT1G70830	3	1518	=
AT1G70830.2	MSTRG.4744	AT1G70830.2	AT1G70830	3	1454	=
AT1G70830.1	MSTRG.4744	AT1G70830.1	AT1G70830	3	1456	=
MSTRG.4744.2	MSTRG.4744	TCONS_00015493	XLOC_007575	4	1382	j
AT1G70830.5	MSTRG.4744	AT1G70830.5	AT1G70830	3	912	=
AT1G70830.3	MSTRG.4744	AT1G70830.3	AT1G70830	3	996	=
AT1G70850.3	MSTRG.4744	AT1G70850.3	AT1G70850	4	1321	=
AT1G70850.1	MSTRG.4744	AT1G70850.1	AT1G70850	3	1365	=
AT1G70850.2	MSTRG.4744	AT1G70850.2	AT1G70850	3	1358	=
AT1G70840.1	MSTRG.4745	AT1G70840.1	AT1G70840	2	759	=
AT1G70860.2	AT1G70860	AT1G70860.2	AT1G70860	2	949	=
AT1G70860.1	AT1G70860	AT1G70860.1	AT1G70860	2	198	=
AT1G70870.1	AT1G70870	AT1G70870.1	AT1G70870	3	420	=
AT1G70880.1	AT1G70880	AT1G70880.1	AT1G70880	2	981	=
AT1G70890.1	AT1G70890	AT1G70890.1	AT1G70890	2	1031	=
AT1G70944.1	AT1G70944	AT1G70944.1	AT1G70944	1	117	=
AT1G70949.1	AT1G70949	AT1G70949.1	AT1G70949	1	264	=
AT1G70985.1	MSTRG.4751	AT1G70985.1	AT1G70985	1	614	=
AT1G70990.1	AT1G70990	AT1G70990.1	AT1G70990	1	966	=
AT1G71000.1	MSTRG.4752	AT1G71000.1	AT1G71000	4	1108	=
AT1G71000.2	MSTRG.4752	AT1G71000.2	AT1G71000	3	986	=
AT1G09207.1	AT1G09207	AT1G09207.1	AT1G09207	1	286	=
at1g71002	AT1G71002	at1g71002	AT1G71002	1	187	=
AT1G71015.2	MSTRG.4754	AT1G71015.2	AT1G71015	3	1040	=
AT1G71015.1	MSTRG.4754	AT1G71015.1	AT1G71015	2	1050	=
AT1G71020.1	MSTRG.4755	AT1G71020.1	AT1G71020	4	2377	=
AT1G71020.2	MSTRG.4755	AT1G71020.2	AT1G71020	3	2542	=
AT1G71030.1	MSTRG.4756	AT1G71030.1	AT1G71030	3	1225	=
AT1G71030.2	MSTRG.4756	AT1G71030.2	AT1G71030	2	1327	=
AT1G71040.1	MSTRG.4757	AT1G71040.1	AT1G71040	4	2481	=
AT1G71050.1	MSTRG.4758	AT1G71050.1	AT1G71050	2	1030	=
AT1G71060.1	MSTRG.4759	AT1G71060.1	AT1G71060	1	1533	=
AT1G71070.1	MSTRG.4759	AT1G71070.1	AT1G71070	4	1844	=
MSTRG.4759.3	MSTRG.4759	TCONS_00015523	XLOC_007593	3	1933	m
AT1G71080.1	MSTRG.4760	AT1G71080.1	AT1G71080	4	1451	=
AT1G71120.1	MSTRG.4764	AT1G71120.1	AT1G71120	4	1156	=
AT1G71160.1	AT1G71160	AT1G71160.1	AT1G71160	1	1508	=
AT1G71190.2	MSTRG.4770	AT1G71190.2	AT1G71190	6	992	=
AT1G71190.1	MSTRG.4770	AT1G71190.1	AT1G71190	7	1115	=
AT1G71200.3	AT1G71200	AT1G71200.3	AT1G71200	4	1630	=
AT1G71200.2	AT1G71200	AT1G71200.2	AT1G71200	2	2708	=
AT1G71200.4	AT1G71200	AT1G71200.4	AT1G71200	2	1472	=
AT1G71200.1	AT1G71200	AT1G71200.1	AT1G71200	3	1388	=
AT1G71210.1	MSTRG.4771	AT1G71210.1	AT1G71210	1	3219	=
MSTRG.4776.1	MSTRG.4776	TCONS_00015534	XLOC_007600	7	1098	m
AT1G71260.1	MSTRG.4776	AT1G71260.1	AT1G71260	8	972	=
AT1G71280.1	MSTRG.4779	AT1G71280.1	AT1G71280	7	1567	=
AT1G71280.2	MSTRG.4779	AT1G71280.2	AT1G71280	7	1508	=
AT1G71310.1	MSTRG.4781	AT1G71310.1	AT1G71310	5	1255	=
MSTRG.4781.2	MSTRG.4781	TCONS_00015539	XLOC_007602	4	1194	j
AT1G71310.2	MSTRG.4781	AT1G71310.2	AT1G71310	4	1002	=
AT1G71310.3	MSTRG.4781	AT1G71310.3	AT1G71310	3	1320	=
MSTRG.4783.1	MSTRG.4783	TCONS_00015542	XLOC_007603	18	5242	j
MSTRG.4783.2	MSTRG.4783	TCONS_00015543	XLOC_007603	11	3393	j
MSTRG.4783.3	MSTRG.4783	TCONS_00015544	XLOC_007603	16	5467	k
AT1G71330.1	MSTRG.4783	AT1G71330.1	AT1G71330	3	975	=
MSTRG.4783.5	MSTRG.4783	TCONS_00015547	XLOC_007603	12	3163	j
MSTRG.4783.4	MSTRG.4783	TCONS_00015546	XLOC_007603	12	3191	j
AT1G71340.1	MSTRG.4783	AT1G71340.1	AT1G71340	8	2419	=
AT1G71350.1	MSTRG.4783	AT1G71350.1	AT1G71350	7	2026	=
AT1G71360.1	MSTRG.4784	AT1G71360.1	AT1G71360	3	2511	=
AT1G71360.2	MSTRG.4784	AT1G71360.2	AT1G71360	2	2009	=
AT1G71370.1	AT1G71370	AT1G71370.1	AT1G71370	7	1960	=
AT1G71380.1	MSTRG.4785	AT1G71380.1	AT1G71380	5	1906	=
MSTRG.4785.2	MSTRG.4785	TCONS_00015554	XLOC_007606	2	793	n
MSTRG.4787.1	MSTRG.4787	TCONS_00015555	XLOC_007607	14	3815	n
AT1G71410.2	MSTRG.4787	AT1G71410.2	AT1G71410	15	3162	=
AT1G71410.1	MSTRG.4787	AT1G71410.1	AT1G71410	14	3291	=
AT1G71420.1	MSTRG.4788	AT1G71420.1	AT1G71420	1	2314	=
AT1G09247.1	MSTRG.4789	AT1G09247.1	AT1G09247	1	310	=
AT1G71440.1	MSTRG.4791	AT1G71440.1	AT1G71440	15	1865	=
AT1G71460.1	MSTRG.4793	AT1G71460.1	AT1G71460	1	2364	=
AT1G09253.1	MSTRG.4795	AT1G09253.1	AT1G09253	1	397	=
AT1G71490.1	MSTRG.4796	AT1G71490.1	AT1G71490	1	2921	=
AT1G71528.2	MSTRG.4800	AT1G71528.2	AT1G71528	2	3317	=
AT1G71528.1	MSTRG.4800	AT1G71528.1	AT1G71528	2	3305	=
AT1G71528.3	MSTRG.4800	AT1G71528.3	AT1G71528	1	709	=
AT1G71528.4	MSTRG.4800	AT1G71528.4	AT1G71528	3	2777	=
AT1G71691.2	MSTRG.4803	AT1G71691.2	AT1G71691	5	1874	=
AT1G71691.1	MSTRG.4803	AT1G71691.1	AT1G71691	5	1422	=
AT1G71691.3	MSTRG.4803	AT1G71691.3	AT1G71691	4	1022	=
AT1G71692.1	AT1G71692	AT1G71692.1	AT1G71692	7	1182	=
MSTRG.4807.1	MSTRG.4807	TCONS_00015573	XLOC_007617	9	2470	j
AT1G71710.1	MSTRG.4807	AT1G71710.1	AT1G71710	9	2450	=
AT1G71710.2	MSTRG.4807	AT1G71710.2	AT1G71710	10	2391	=
AT1G71730.1	MSTRG.4810	AT1G71730.1	AT1G71730	1	941	=
AT1G71750.2	MSTRG.4812	AT1G71750.2	AT1G71750	4	831	=
AT1G71750.1	MSTRG.4812	AT1G71750.1	AT1G71750	3	800	=
AT1G71770.2	MSTRG.4814	AT1G71770.2	AT1G71770	8	2558	=
AT1G71770.1	MSTRG.4814	AT1G71770.1	AT1G71770	8	2576	=
AT1G71780.1	MSTRG.4815	AT1G71780.1	AT1G71780	2	1058	=
AT1G71810.1	MSTRG.4818	AT1G71810.1	AT1G71810	20	2487	=
MSTRG.4818.2	MSTRG.4818	TCONS_00015582	XLOC_007622	20	2459	j
MSTRG.4818.3	MSTRG.4818	TCONS_00015583	XLOC_007622	20	2340	j
AT1G71828.1	MSTRG.4820	AT1G71828.1	AT1G71828	2	413	=
AT1G71850.1	MSTRG.4822	AT1G71850.1	AT1G71850	1	1633	=
AT1G09267.1	MSTRG.4824	AT1G09267.1	AT1G09267	1	254	=
AT1G71866.1	MSTRG.4825	AT1G71866.1	AT1G71866	1	1035	=
AT1G71866.2	MSTRG.4825	AT1G71866.2	AT1G71866	2	672	=
AT1G71870.1	AT1G71870	AT1G71870.1	AT1G71870	2	2055	=
AT1G09283.1	AT1G09283	AT1G09283.1	AT1G09283	2	289	=
AT1G71950.1	MSTRG.4833	AT1G71950.1	AT1G71950	3	748	=
AT1G71960.1	MSTRG.4835	AT1G71960.1	AT1G71960	4	2267	=
AT1G72020.1	MSTRG.4839	AT1G72020.1	AT1G72020	2	790	=
