transcript_id	gene_id	ref_gene_id	cmp_ref	class_code
AT1G64385.1	MSTRG.4217	AT1G64385	AT1G64385.1	=
MSTRG.4217.2	MSTRG.4217	NA	AT1G64385.1	j
AT1G64385.2	MSTRG.4217	AT1G64385	AT1G64385.2	=
AT1G64390.1	MSTRG.4218	AT1G64390	AT1G64390.1	=
AT1G64405.1	MSTRG.4220	AT1G64405	AT1G64405.1	=
AT1G64420.1	AT1G64420	AT1G64420	AT1G64420.1	=
MSTRG.4221.1	MSTRG.4221	NA	AT1G64430.1	j
AT1G64430.3	MSTRG.4221	AT1G64430	AT1G64430.3	=
AT1G64430.2	MSTRG.4221	AT1G64430	AT1G64430.2	=
AT1G64430.1	MSTRG.4221	AT1G64430	AT1G64430.1	=
AT1G64440.1	MSTRG.4221	AT1G64440	AT1G64440.1	=
AT1G64455.1	MSTRG.4223	AT1G64455	AT1G64455.1	=
AT1G08683.1	AT1G08683	AT1G08683	AT1G08683.1	=
AT1G64490.1	MSTRG.4225	AT1G64490	AT1G64490.1	=
AT1G64500.1	MSTRG.4226	AT1G64500	AT1G64500.1	=
AT1G64520.1	MSTRG.4228	AT1G64520	AT1G64520.1	=
AT1G64530.1	MSTRG.4229	AT1G64530	AT1G64530.1	=
AT1G64530.2	MSTRG.4229	AT1G64530	AT1G64530.2	=
MSTRG.4229.3	MSTRG.4229	NA	AT1G64530.2	n
AT1G64540.1	MSTRG.4231	AT1G64540	AT1G64540.1	=
AT1G64540.2	MSTRG.4231	AT1G64540	AT1G64540.2	=
AT1G64550.1	MSTRG.4232	AT1G64550	AT1G64550.1	=
AT1G08707.1	MSTRG.4234	AT1G08707	AT1G08707.1	=
AT1G08713.1	MSTRG.4235	AT1G08713	AT1G08713.1	=
MSTRG.4236.1	MSTRG.4236	NA	AT1G64570.1	k
AT1G64570.1	MSTRG.4236	AT1G64570	AT1G64570.1	=
AT1G64572.1	MSTRG.4236	AT1G64572	AT1G64572.1	=
AT1G64584.1	MSTRG.4239	AT1G64584	AT1G64584.1	=
AT1G64590.1	AT1G64590	AT1G64590	AT1G64590.1	=
AT1G64600.1	MSTRG.4240	AT1G64600	AT1G64600.1	=
AT1G64618.1	AT1G64618	AT1G64618	AT1G64618.1	=
AT1G64620.1	MSTRG.4242	AT1G64620	AT1G64620.1	=
AT1G64625.4	MSTRG.4243	AT1G64625	AT1G64625.4	=
AT1G64625.3	MSTRG.4243	AT1G64625	AT1G64625.3	=
AT1G64625.2	MSTRG.4243	AT1G64625	AT1G64625.2	=
AT1G64625.1	MSTRG.4243	AT1G64625	AT1G64625.1	=
MSTRG.4243.5	MSTRG.4243	NA	AT1G64625.2	k
AT1G64630.1	MSTRG.4243	AT1G64630	AT1G64630.1	=
AT1G64660.1	MSTRG.4246	AT1G64660	AT1G64660.1	=
AT1G64680.1	MSTRG.4248	AT1G64680	AT1G64680.1	=
MSTRG.4248.1	MSTRG.4248	NA	AT1G64680.1	k
AT1G64680.2	MSTRG.4248	AT1G64680	AT1G64680.2	=
AT1G64690.3	MSTRG.4248	AT1G64690	AT1G64690.3	=
AT1G64690.2	MSTRG.4248	AT1G64690	AT1G64690.2	=
AT1G64690.1	MSTRG.4248	AT1G64690	AT1G64690.1	=
AT1G64690.4	MSTRG.4248	AT1G64690	AT1G64690.3	=
MSTRG.4250.1	MSTRG.4250	NA	NA	u
AT1G64710.1	MSTRG.4251	AT1G64710	AT1G64710.1	=
AT1G64710.2	MSTRG.4251	AT1G64710	AT1G64710.2	=
AT1G64710.3	MSTRG.4251	AT1G64710	AT1G64710.3	=
MSTRG.4253.1	MSTRG.4253	NA	AT1G64740.1	j
AT1G64740.1	MSTRG.4253	AT1G64740	AT1G64740.1	=
AT1G64770.3	MSTRG.4255	AT1G64770	AT1G64770.3	=
AT1G64770.1	MSTRG.4255	AT1G64770	AT1G64770.1	=
MSTRG.4255.3	MSTRG.4255	NA	AT1G64770.3	n
AT1G64770.2	MSTRG.4255	AT1G64770	AT1G64770.2	=
AT1G64795.1	MSTRG.4257	AT1G64795	AT1G64795.1	=
AT1G64800.1	MSTRG.4258	AT1G64800	AT1G64800.1	=
MSTRG.4259.1	MSTRG.4259	NA	AT1G64820.1	m
MSTRG.4259.2	MSTRG.4259	NA	AT1G64820.1	j
MSTRG.4259.3	MSTRG.4259	NA	AT1G64820.1	k
AT1G64810.1	MSTRG.4259	AT1G64810	AT1G64810.1	=
AT1G64810.2	MSTRG.4259	AT1G64810	AT1G64810.2	=
AT1G64820.1	MSTRG.4259	AT1G64820	AT1G64820.1	=
AT1G64840.1	MSTRG.4260	AT1G64840	AT1G64840.1	=
MSTRG.4260.2	MSTRG.4260	NA	AT1G64840.1	j
AT1G64860.1	MSTRG.4262	AT1G64860	AT1G64860.1	=
MSTRG.4262.2	MSTRG.4262	NA	AT1G64860.1	j
AT1G64860.2	MSTRG.4262	AT1G64860	AT1G64860.2	=
AT1G64870.1	AT1G64870	AT1G64870	AT1G64870.1	=
AT1G64880.1	MSTRG.4263	AT1G64880	AT1G64880.1	=
AT1G64890.1	MSTRG.4264	AT1G64890	AT1G64890.1	=
AT1G64900.1	MSTRG.4265	AT1G64900	AT1G64900.1	=
AT1G64930.1	MSTRG.4268	AT1G64930	AT1G64930.1	=
MSTRG.4268.2	MSTRG.4268	NA	AT1G64950.1	o
MSTRG.4268.3	MSTRG.4268	NA	AT1G64940.1	o
AT1G64940.1	MSTRG.4268	AT1G64940	AT1G64940.1	=
AT1G64950.1	MSTRG.4268	AT1G64950	AT1G64950.1	=
AT1G64960.2	MSTRG.4269	AT1G64960	AT1G64960.2	=
AT1G64960.1	MSTRG.4269	AT1G64960	AT1G64960.1	=
AT1G08733.1	MSTRG.4271	AT1G08733	AT1G08733.1	=
AT1G65000.1	MSTRG.4274	AT1G65000	AT1G65000.1	=
AT1G65010.1	MSTRG.4275	AT1G65010	AT1G65010.1	=
AT1G65030.1	MSTRG.4277	AT1G65030	AT1G65030.1	=
AT1G65080.1	MSTRG.4281	AT1G65080	AT1G65080.1	=
AT1G65113.1	MSTRG.4283	AT1G65113	AT1G65113.1	=
AT1G08737.1	AT1G08737	AT1G08737	AT1G08737.1	=
AT1G65140.1	AT1G65140	AT1G65140	AT1G65140.1	=
AT1G65160.1	AT1G65160	AT1G65160	AT1G65160.1	=
AT1G65165.1	AT1G65165	AT1G65165	AT1G65165.1	=
AT1G65170.1	AT1G65170	AT1G65170	AT1G65170.1	=
AT1G08743.1	AT1G08743	AT1G08743	AT1G08743.1	=
AT1G65210.1	AT1G65210	AT1G65210	AT1G65210.1	=
AT1G65220.1	MSTRG.4285	AT1G65220	AT1G65220.1	=
MSTRG.4286.1	MSTRG.4286	NA	AT1G65230.1	j
AT1G65230.1	MSTRG.4286	AT1G65230	AT1G65230.1	=
AT1G65250.1	MSTRG.4290	AT1G65250	AT1G65250.1	=
MSTRG.4290.2	MSTRG.4290	NA	AT1G65260.2	j
AT1G65260.2	MSTRG.4290	AT1G65260	AT1G65260.2	=
AT1G65260.1	MSTRG.4290	AT1G65260	AT1G65260.1	=
AT1G65270.3	MSTRG.4291	AT1G65270	AT1G65270.3	=
AT1G65270.2	MSTRG.4291	AT1G65270	AT1G65270.2	=
AT1G65270.1	MSTRG.4291	AT1G65270	AT1G65270.1	=
MSTRG.4291.1	MSTRG.4291	NA	AT1G65280.1	k
MSTRG.4291.5	MSTRG.4291	NA	AT1G65280.1	k
AT1G65280.2	MSTRG.4291	AT1G65280	AT1G65280.2	=
AT1G65280.1	MSTRG.4291	AT1G65280	AT1G65280.1	=
AT1G65295.1	MSTRG.4293	AT1G65295	AT1G65295.1	=
AT1G65300.1	AT1G65300	AT1G65300	AT1G65300.1	=
AT1G65310.2	AT1G65310	AT1G65310	AT1G65310.2	=
AT1G65310.1	AT1G65310	AT1G65310	AT1G65310.1	=
AT1G65342.1	AT1G65342	AT1G65342	AT1G65342.1	=
AT1G65349.1	AT1G65349	AT1G65349	AT1G65349.1	=
AT1G65352.1	MSTRG.4295	AT1G65352	AT1G65352.1	=
AT1G65360.1	AT1G65360	AT1G65360	AT1G65360.1	=
AT1G65380.1	MSTRG.4297	AT1G65380	AT1G65380.1	=
AT1G65390.1	MSTRG.4298	AT1G65390	AT1G65390.1	=
AT1G65390.3	MSTRG.4298	AT1G65390	AT1G65390.3	=
AT1G65390.2	MSTRG.4298	AT1G65390	AT1G65390.2	=
MSTRG.4299.1	MSTRG.4299	NA	AT1G65410.1	j
AT1G65410.1	MSTRG.4299	AT1G65410	AT1G65410.1	=
AT1G08753.1	MSTRG.4301	AT1G08753	AT1G08753.1	=
AT1G08753.2	MSTRG.4302	AT1G08753	AT1G08753.2	=
MSTRG.4303.1	MSTRG.4303	NA	AT1G65420.1	x
AT1G65425.1	AT1G65425	AT1G65425	AT1G65425.1	=
AT1G65450.1	MSTRG.4306	AT1G65450	AT1G65450.1	=
AT1G65450.2	MSTRG.4306	AT1G65450	AT1G65450.2	=
AT1G65450.3	MSTRG.4306	AT1G65450	AT1G65450.3	=
AT1G65480.2	MSTRG.4308	AT1G65480	AT1G65480.2	=
AT1G65480.1	MSTRG.4308	AT1G65480	AT1G65480.2	=
AT1G08757.1	AT1G08757	AT1G08757	AT1G08757.1	=
AT1G65483.1	AT1G65483	AT1G65483	AT1G65483.1	=
AT1G65483.2	AT1G65483	AT1G65483	AT1G65483.2	=
AT1G08763.1	AT1G08763	AT1G08763	AT1G08763.1	=
AT1G65484.1	AT1G65484	AT1G65484	AT1G65484.1	=
AT1G65484.2	AT1G65484	AT1G65484	AT1G65484.2	=
AT1G65486.3	AT1G65486	AT1G65486	AT1G65486.3	=
AT1G65486.4	AT1G65486	AT1G65486	AT1G65486.3	=
AT1G65486.1	AT1G65486	AT1G65486	AT1G65486.3	=
AT1G65486.2	AT1G65486	AT1G65486	AT1G65486.2	=
MSTRG.4309.1	MSTRG.4309	NA	AT1G65486.2	p
AT1G65490.2	MSTRG.4310	AT1G65490	AT1G65490.2	=
AT1G65490.3	MSTRG.4310	AT1G65490	AT1G65490.2	=
AT1G65490.1	MSTRG.4310	AT1G65490	AT1G65490.2	=
AT1G65500.1	AT1G65500	AT1G65500	AT1G65500.1	=
AT1G65510.2	AT1G65510	AT1G65510	AT1G65510.2	=
AT1G65510.1	AT1G65510	AT1G65510	AT1G65510.2	=
AT1G65541.1	MSTRG.4312	AT1G65541	AT1G65541.1	=
AT1G08767.1	AT1G08767	AT1G08767	AT1G08767.1	=
AT1G65590.1	MSTRG.4315	AT1G65590	AT1G65590.1	=
AT1G65620.2	MSTRG.4316	AT1G65620	AT1G65620.2	=
AT1G65620.3	MSTRG.4316	AT1G65620	AT1G65620.3	=
AT1G65620.1	MSTRG.4316	AT1G65620	AT1G65620.1	=
AT1G65620.4	MSTRG.4316	AT1G65620	AT1G65620.4	=
AT1G65620.5	MSTRG.4316	AT1G65620	AT1G65620.5	=
AT1G65680.1	AT1G65680	AT1G65680	AT1G65680.1	=
AT1G65681.1	AT1G65681	AT1G65681	AT1G65681.1	=
AT1G65730.1	MSTRG.4322	AT1G65730	AT1G65730.1	=
AT1G08773.1	AT1G08773	AT1G08773	AT1G08773.1	=
AT1G65760.1	AT1G65760	AT1G65760	AT1G65760.1	=
AT1G65790.2	AT1G65790	AT1G65790	AT1G65790.2	=
AT1G65790.1	AT1G65790	AT1G65790	AT1G65790.1	=
AT1G65790.3	AT1G65790	AT1G65790	AT1G65790.3	=
AT1G65800.1	AT1G65800	AT1G65800	AT1G65800.1	=
AT1G65800.2	AT1G65800	AT1G65800	AT1G65800.2	=
AT1G65820.1	MSTRG.4323	AT1G65820	AT1G65820.1	=
AT1G65820.3	MSTRG.4323	AT1G65820	AT1G65820.3	=
AT1G65820.2	MSTRG.4323	AT1G65820	AT1G65820.2	=
AT1G65840.1	MSTRG.4324	AT1G65840	AT1G65840.1	=
AT1G65850.2	AT1G65850	AT1G65850	AT1G65850.2	=
AT1G65850.3	AT1G65850	AT1G65850	AT1G65850.3	=
AT1G65850.1	AT1G65850	AT1G65850	AT1G65850.1	=
AT1G65870.1	MSTRG.4326	AT1G65870	AT1G65870.1	=
AT1G65930.1	MSTRG.4331	AT1G65930	AT1G65930.1	=
AT1G65960.3	MSTRG.4333	AT1G65960	AT1G65960.3	=
AT1G65960.1	MSTRG.4333	AT1G65960	AT1G65960.1	=
AT1G65960.2	MSTRG.4333	AT1G65960	AT1G65960.2	=
at1g08793	MSTRG.4333	AT1G08793	AT1G65960.3	c
AT1G65960.4	MSTRG.4333	AT1G65960	AT1G65960.4	=
AT1G08803.1	MSTRG.4336	AT1G08803	AT1G08803.1	=
AT1G66000.1	AT1G66000	AT1G66000	AT1G66000.1	=
AT1G66020.2	AT1G66020	AT1G66020	AT1G66020.2	=
AT1G66020.1	AT1G66020	AT1G66020	AT1G66020.1	=
AT1G66030.1	MSTRG.4338	AT1G66030	AT1G66030.1	=
AT1G66045.1	AT1G66045	AT1G66045	AT1G66045.1	=
AT1G66050.1	MSTRG.4340	AT1G66050	AT1G66050.1	=
AT1G66090.1	MSTRG.4343	AT1G66090	AT1G66090.1	=
AT1G66120.1	MSTRG.4344	AT1G66120	AT1G66120.1	=
AT1G66130.1	MSTRG.4345	AT1G66130	AT1G66130.1	=
AT1G66150.1	MSTRG.4347	AT1G66150	AT1G66150.1	=
AT1G66160.2	MSTRG.4348	AT1G66160	AT1G66160.2	=
AT1G66160.1	MSTRG.4348	AT1G66160	AT1G66160.1	=
AT1G66173.1	AT1G66173	AT1G66173	AT1G66173.1	=
AT1G66180.1	MSTRG.4350	AT1G66180	AT1G66180.1	=
AT1G66220.1	MSTRG.4353	AT1G66220	AT1G66220.1	=
AT1G66230.1	MSTRG.4354	AT1G66230	AT1G66230.1	=
AT1G66245.1	MSTRG.4357	AT1G66245	AT1G66245.1	=
AT1G66250.1	MSTRG.4358	AT1G66250	AT1G66250.1	=
AT1G08827.1	AT1G08827	AT1G08827	AT1G08827.1	=
AT1G08833.1	AT1G08833	AT1G08833	AT1G08833.1	=
AT1G66340.1	MSTRG.4363	AT1G66340	AT1G66340.1	=
AT1G66345.1	MSTRG.4363	AT1G66345	AT1G66345.1	=
AT1G66350.1	MSTRG.4364	AT1G66350	AT1G66350.1	=
MSTRG.4364.1	MSTRG.4364	NA	AT1G66360.1	j
AT1G66360.1	MSTRG.4364	AT1G66360	AT1G66360.1	=
AT1G66370.1	AT1G66370	AT1G66370	AT1G66370.1	=
AT1G66380.1	AT1G66380	AT1G66380	AT1G66380.1	=
AT1G66380.2	AT1G66380	AT1G66380	AT1G66380.2	=
AT1G66380.3	AT1G66380	AT1G66380	AT1G66380.3	=
AT1G66390.1	AT1G66390	AT1G66390	AT1G66390.1	=
AT1G66420.1	AT1G66420	AT1G66420	AT1G66420.1	=
MSTRG.4367.1	MSTRG.4367	NA	AT1G66430.1	j
AT1G66430.1	MSTRG.4367	AT1G66430	AT1G66430.1	=
AT1G66440.1	AT1G66440	AT1G66440	AT1G66440.1	=
AT1G66450.2	AT1G66450	AT1G66450	AT1G66450.2	=
AT1G66450.1	AT1G66450	AT1G66450	AT1G66450.2	=
AT1G66465.2	AT1G66465	AT1G66465	AT1G66465.2	=
AT1G66465.1	AT1G66465	AT1G66465	AT1G66465.1	=
AT1G66470.1	AT1G66470	AT1G66470	AT1G66470.1	=
AT1G66510.4	MSTRG.4370	AT1G66510	AT1G66510.4	=
AT1G66510.2	MSTRG.4370	AT1G66510	AT1G66510.2	=
AT1G66510.1	MSTRG.4370	AT1G66510	AT1G66510.1	=
AT1G66510.3	MSTRG.4370	AT1G66510	AT1G66510.3	=
MSTRG.4373.1	MSTRG.4373	NA	AT1G66540.1	m
AT1G66540.1	MSTRG.4373	AT1G66540	AT1G66540.1	=
AT1G66540.2	MSTRG.4373	AT1G66540	AT1G66540.2	=
AT1G66550.2	AT1G66550	AT1G66550	AT1G66550.2	=
AT1G66550.1	AT1G66550	AT1G66550	AT1G66550.1	=
AT1G66560.1	AT1G66560	AT1G66560	AT1G66560.1	=
MSTRG.4374.1	MSTRG.4374	NA	AT1G66580.1	k
AT1G66580.1	MSTRG.4374	AT1G66580	AT1G66580.1	=
AT1G66590.1	MSTRG.4374	AT1G66590	AT1G66590.1	=
AT1G66590.2	MSTRG.4374	AT1G66590	AT1G66590.2	=
AT1G66600.1	AT1G66600	AT1G66600	AT1G66600.1	=
AT1G66640.1	AT1G66640	AT1G66640	AT1G66640.1	=
MSTRG.4380.1	MSTRG.4380	NA	AT1G66700.1	x
AT1G66720.1	AT1G66720	AT1G66720	AT1G66720.1	=
MSTRG.4382.3	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.4	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.2	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.1	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.6	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.5	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.7	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.8	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.9	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.10	MSTRG.4382	NA	at1g66725	k
MSTRG.4382.11	MSTRG.4382	NA	at1g66725	k
at1g66725	MSTRG.4382	AT1G66725	at1g66725	=
AT1G66730.1	MSTRG.4382	AT1G66730	AT1G66730.1	=
AT1G66740.1	MSTRG.4383	AT1G66740	AT1G66740.1	=
MSTRG.4383.2	MSTRG.4383	NA	AT1G66740.1	m
AT1G66750.1	MSTRG.4384	AT1G66750	AT1G66750.1	=
MSTRG.4384.2	MSTRG.4384	NA	AT1G66750.1	j
AT1G66760.2	MSTRG.4385	AT1G66760	AT1G66760.2	=
AT1G66760.4	MSTRG.4385	AT1G66760	AT1G66760.4	=
AT1G66760.3	MSTRG.4385	AT1G66760	AT1G66760.3	=
AT1G66760.1	MSTRG.4385	AT1G66760	AT1G66760.1	=
AT1G66780.1	AT1G66780	AT1G66780	AT1G66780.1	=
AT1G08847.1	AT1G08847	AT1G08847	AT1G08847.1	=
at1g66795	AT1G66795	AT1G66795	at1g66795	=
AT1G66800.1	AT1G66800	AT1G66800	AT1G66800.1	=
AT1G66820.1	MSTRG.4388	AT1G66820	AT1G66820.1	=
AT1G66850.1	AT1G66850	AT1G66850	AT1G66850.1	=
AT1G66860.1	AT1G66860	AT1G66860	AT1G66860.1	=
AT1G08853.1	MSTRG.4392	AT1G08853	AT1G08853.1	=
AT1G66880.1	MSTRG.4393	AT1G66880	AT1G66880.1	=
AT1G66880.2	MSTRG.4393	AT1G66880	AT1G66880.2	=
AT1G66880.3	MSTRG.4393	AT1G66880	AT1G66880.3	=
AT1G66890.1	MSTRG.4396	AT1G66890	AT1G66890.1	=
AT1G66900.1	MSTRG.4397	AT1G66900	AT1G66900.1	=
AT1G08863.1	MSTRG.4399	AT1G08863	AT1G08863.1	=
AT1G66930.2	MSTRG.4402	AT1G66930	AT1G66930.2	=
AT1G66930.3	MSTRG.4402	AT1G66930	AT1G66930.3	=
AT1G66930.1	MSTRG.4402	AT1G66930	AT1G66930.1	=
AT1G66950.1	MSTRG.4404	AT1G66950	AT1G66950.1	=
AT1G67030.1	AT1G67030	AT1G67030	AT1G67030.1	=
AT1G67035.2	MSTRG.4409	AT1G67035	AT1G67035.2	=
AT1G67035.1	MSTRG.4409	AT1G67035	AT1G67035.1	=
AT1G08883.1	MSTRG.4411	AT1G08883	AT1G08883.1	=
AT1G08887.1	AT1G08887	AT1G08887	AT1G08887.1	=
AT1G08897.1	AT1G08897	AT1G08897	AT1G08897.1	=
AT1G67060.2	MSTRG.4413	AT1G67060	AT1G67060.2	=
AT1G67060.1	MSTRG.4413	AT1G67060	AT1G67060.1	=
AT1G67060.3	MSTRG.4413	AT1G67060	AT1G67060.3	=
MSTRG.4413.4	MSTRG.4413	NA	AT1G67060.1	j
AT1G67070.1	MSTRG.4414	AT1G67070	AT1G67070.1	=
AT1G67070.2	MSTRG.4414	AT1G67070	AT1G67070.2	=
AT1G67070.3	MSTRG.4414	AT1G67070	AT1G67070.3	=
AT1G67100.1	AT1G67100	AT1G67100	AT1G67100.1	=
AT1G67105.1	AT1G67105	AT1G67105	AT1G67105.1	=
AT1G67148.1	AT1G67148	AT1G67148	AT1G67148.1	=
AT1G67150.4	AT1G67150	AT1G67150	AT1G67150.4	=
AT1G67150.1	AT1G67150	AT1G67150	AT1G67150.1	=
AT1G67150.3	AT1G67150	AT1G67150	AT1G67150.3	=
AT1G67150.2	AT1G67150	AT1G67150	AT1G67150.2	=
AT1G67170.1	MSTRG.4419	AT1G67170	AT1G67170.1	=
AT1G67170.2	MSTRG.4419	AT1G67170	AT1G67170.2	=
AT1G67180.2	MSTRG.4420	AT1G67180	AT1G67180.2	=
AT1G67180.5	MSTRG.4420	AT1G67180	AT1G67180.5	=
AT1G67180.6	MSTRG.4420	AT1G67180	AT1G67180.6	=
AT1G67180.4	MSTRG.4420	AT1G67180	AT1G67180.4	=
AT1G67180.3	MSTRG.4420	AT1G67180	AT1G67180.3	=
AT1G67180.1	MSTRG.4420	AT1G67180	AT1G67180.1	=
AT1G67180.7	MSTRG.4420	AT1G67180	AT1G67180.7	=
AT1G67190.2	MSTRG.4421	AT1G67190	AT1G67190.2	=
AT1G67190.1	MSTRG.4421	AT1G67190	AT1G67190.1	=
AT1G08907.1	AT1G08907	AT1G08907	AT1G08907.1	=
AT1G67210.3	MSTRG.4423	AT1G67210	AT1G67210.3	=
AT1G67210.2	MSTRG.4423	AT1G67210	AT1G67210.2	=
AT1G67210.1	MSTRG.4423	AT1G67210	AT1G67210.1	=
AT1G08913.1	AT1G08913	AT1G08913	AT1G08913.1	=
AT1G67220.1	AT1G67220	AT1G67220	AT1G67220.1	=
AT1G08923.1	AT1G08923	AT1G08923	AT1G08923.1	=
AT1G67330.1	AT1G67330	AT1G67330	AT1G67330.1	=
AT1G08927.1	AT1G08927	AT1G08927	AT1G08927.1	=
AT1G67340.1	MSTRG.4432	AT1G67340	AT1G67340.1	=
AT1G67350.1	MSTRG.4433	AT1G67350	AT1G67350.1	=
AT1G67350.2	MSTRG.4433	AT1G67350	AT1G67350.2	=
AT1G67365.1	MSTRG.4435	AT1G67365	AT1G67365.1	=
AT1G67390.1	AT1G67390	AT1G67390	AT1G67390.1	=
AT1G67420.3	MSTRG.4438	AT1G67420	AT1G67420.3	=
AT1G67420.4	MSTRG.4438	AT1G67420	AT1G67420.4	=
AT1G67420.2	MSTRG.4438	AT1G67420	AT1G67420.2	=
AT1G67420.5	MSTRG.4438	AT1G67420	AT1G67420.4	=
MSTRG.4438.5	MSTRG.4438	NA	AT1G67420.2	j
AT1G67420.6	MSTRG.4438	AT1G67420	AT1G67420.6	=
AT1G67420.1	MSTRG.4438	AT1G67420	AT1G67420.1	=
MSTRG.4438.8	MSTRG.4438	NA	AT1G67420.2	n
MSTRG.4438.9	MSTRG.4438	NA	AT1G67420.2	j
AT1G67430.1	MSTRG.4439	AT1G67430	AT1G67430.1	=
AT1G67430.2	MSTRG.4439	AT1G67430	AT1G67430.2	=
AT1G08937.1	MSTRG.4439	AT1G08937	AT1G08937.1	k
AT1G67450.1	AT1G67450	AT1G67450	AT1G67450.1	=
AT1G67455.2	MSTRG.4441	AT1G67455	AT1G67455.2	=
AT1G67455.1	MSTRG.4441	AT1G67455	AT1G67455.1	=
AT1G67470.1	MSTRG.4443	AT1G67470	AT1G67470.1	=
MSTRG.4444.2	MSTRG.4444	NA	AT1G67480.1	j
MSTRG.4444.1	MSTRG.4444	NA	AT1G67480.1	m
AT1G67480.2	MSTRG.4444	AT1G67480	AT1G67480.2	=
AT1G67480.1	MSTRG.4444	AT1G67480	AT1G67480.1	=
AT1G67480.3	MSTRG.4444	AT1G67480	AT1G67480.3	=
AT1G67530.3	MSTRG.4449	AT1G67530	AT1G67530.3	=
AT1G67530.1	MSTRG.4449	AT1G67530	AT1G67530.1	=
AT1G67530.2	MSTRG.4449	AT1G67530	AT1G67530.2	=
AT1G67530.4	MSTRG.4449	AT1G67530	AT1G67530.4	=
AT1G67550.1	MSTRG.4451	AT1G67550	AT1G67550.1	=
AT1G67560.1	MSTRG.4452	AT1G67560	AT1G67560.1	=
AT1G67570.1	MSTRG.4453	AT1G67570	AT1G67570.1	=
AT1G67570.2	MSTRG.4453	AT1G67570	AT1G67570.2	=
AT1G67620.1	MSTRG.4457	AT1G67620	AT1G67620.1	=
MSTRG.4457.2	MSTRG.4457	NA	AT1G67620.1	j
AT1G67623.1	AT1G67623	AT1G67623	AT1G67623.1	=
AT1G67635.2	AT1G67635	AT1G67635	AT1G67635.2	=
AT1G67635.1	AT1G67635	AT1G67635	AT1G67635.1	=
AT1G67660.1	MSTRG.4461	AT1G67660	AT1G67660.1	=
AT1G67660.2	MSTRG.4461	AT1G67660	AT1G67660.2	=
AT1G67660.3	MSTRG.4461	AT1G67660	AT1G67660.3	=
AT1G67670.1	MSTRG.4462	AT1G67670	AT1G67670.1	=
AT1G67690.1	MSTRG.4464	AT1G67690	AT1G67690.1	=
MSTRG.4464.2	MSTRG.4464	NA	AT1G67690.1	j
MSTRG.4464.6	MSTRG.4464	NA	AT1G67690.1	j
MSTRG.4464.5	MSTRG.4464	NA	AT1G67690.1	n
MSTRG.4464.4	MSTRG.4464	NA	AT1G67690.1	j
MSTRG.4464.3	MSTRG.4464	NA	AT1G67690.1	j
AT1G67700.2	MSTRG.4464	AT1G67700	AT1G67700.2	=
AT1G67700.1	MSTRG.4464	AT1G67700	AT1G67700.1	=
AT1G67700.5	MSTRG.4464	AT1G67700	AT1G67700.5	=
AT1G67700.4	MSTRG.4464	AT1G67700	AT1G67700.4	=
AT1G67700.3	MSTRG.4464	AT1G67700	AT1G67700.3	=
AT1G67720.1	MSTRG.4466	AT1G67720	AT1G67720.1	=
AT1G67730.1	MSTRG.4467	AT1G67730	AT1G67730.1	=
AT1G67750.1	MSTRG.4469	AT1G67750	AT1G67750.1	=
AT1G67770.1	AT1G67770	AT1G67770	AT1G67770.1	=
AT1G67780.2	MSTRG.4470	AT1G67780	AT1G67780.2	=
AT1G67780.1	MSTRG.4470	AT1G67780	AT1G67780.1	=
AT1G67792.3	MSTRG.4472	AT1G67792	AT1G67792.3	=
AT1G67792.2	MSTRG.4472	AT1G67792	AT1G67792.2	=
AT1G67792.1	MSTRG.4472	AT1G67792	AT1G67792.1	=
MSTRG.4472.1	MSTRG.4472	NA	AT1G67792.1	k
AT1G67792.4	MSTRG.4472	AT1G67792	AT1G67792.4	=
AT1G67810.1	MSTRG.4475	AT1G67810	AT1G67810.1	=
AT1G67820.1	MSTRG.4476	AT1G67820	AT1G67820.1	=
AT1G67820.2	MSTRG.4476	AT1G67820	AT1G67820.2	=
AT1G67840.1	MSTRG.4478	AT1G67840	AT1G67840.1	=
AT1G67840.2	MSTRG.4478	AT1G67840	AT1G67840.2	=
MSTRG.4479.1	MSTRG.4479	NA	AT1G67856.1	k
MSTRG.4479.2	MSTRG.4479	NA	AT1G67856.1	k
MSTRG.4479.4	MSTRG.4479	NA	AT1G67850.3	n
MSTRG.4479.3	MSTRG.4479	NA	AT1G67856.1	k
MSTRG.4479.5	MSTRG.4479	NA	AT1G67856.1	k
AT1G67850.1	MSTRG.4479	AT1G67850	AT1G67850.1	=
AT1G67850.4	MSTRG.4479	AT1G67850	AT1G67850.4	=
AT1G67850.5	MSTRG.4479	AT1G67850	AT1G67850.5	=
AT1G67850.3	MSTRG.4479	AT1G67850	AT1G67850.3	=
AT1G67850.2	MSTRG.4479	AT1G67850	AT1G67850.2	=
AT1G67850.6	MSTRG.4479	AT1G67850	AT1G67850.6	=
AT1G67850.7	MSTRG.4479	AT1G67850	AT1G67850.7	=
